ID:0000,三网,正确,
EXPIRED:615,电信,短消息因为某种原因被拒绝,请核实手机终端是否处于正常状态
MK:0143,三网,未指定的TP-PID错误。,检查消息体对应的PID（Protocol Identifier）字段。
UNDELIV:765,电信,请提供具体号码给sms helper，下工单向运营商核实,
MK:0130,三网,不能替换短消息。,不需要处理。
UNDELIV:870,电信,运营商错误,建议客服人员查询
MK:0129,三网,短消息类型未被支持。,检查消息体对应消息类型字段是否正确。
UNDELIV:899,电信,请提供具体号码给sms helper，下工单向运营商核实,
MK:0128,三网,电信业务设备交互未被支持。,不需要处理。
EXPIRED:001,电信,请提供具体号码给sms helper，下工单向运营商核实,
DB:0506,三网,数据库错误,
UNDELIV:612,电信,请提供具体号码给sms helper，下工单向运营商核实,
DB:0505,三网,系统错误,
UNDELIV:714,电信,请提供具体号码给sms helper，下工单向运营商核实,
DB:0504,三网,已超过LICENSE限定数量,
UNDELIV:702,电信,用户因为状态不正确如处于停机、挂起等状态而导致用户无法接收到短信,请核实手机终端是否处于正常状态
MK:0069,三网,短消息只能从FCC（Flow Control Center）接口下发，但FCC接口不可用。,将该错误码对应的调度策略设置为重发，等待一段时间系统自动重发。
DB:0503,三网,LICENSE不合法,
UNDELIV:815,电信,用户因为状态不正确如处于停机、挂起等状态而导致用户无法接收到短信,请核实手机终端是否处于正常状态
MK:0068,三网,SMC下发短消息给业务模块后，业务模块超时没有返回应答。短消息下发以后，接口没有给SMSC返回发送成功或失败信息。增加相关业务模块的处理性能。,
DB:0502,三网,网络故障,
UNDELIV:771,电信,用户因为状态不正确如处于停机、挂起等状态而导致用户无法接收到短信,请核实手机终端是否处于正常状态
MK:0067,三网,无效接口。,通过维测台检查对应接口的状态。
DB:0501,三网,网络链接异常,
UNDELIV:711,电信,用户因为状态不正确如处于停机、挂起等状态而导致用户无法接收到短信,请核实手机终端是否处于正常状态
MK:0066,三网,因接口临时错误（已注销或未登录）导致短消息下发失败。,通过维测台检查对应接口的状态。
DB:0500,三网,磁盘读写错误,
UNDELIV:627,电信,用户因为状态不正确如处于停机、挂起等状态而导致用户无法接收到短信,请核实手机终端是否处于正常状态
MK:0065,三网,GIW超时无应答。短消息下发以后，GIW模块没有给SMSC返回发送成功或失败信息。增加相关业务模块的处理性能。,
DB:0156,三网,WAPPush消息格式检查错误,
UNDELIV:814,电信,用户因为状态不正确如处于停机、挂起等状态而导致用户无法接收到短信,请核实手机终端是否处于正常状态
MK:0064,三网,接口无下发短消息的权限。通过维测台检查该接口对应帐号的属性（是否具有下发短消息的权限）。,
DB:0155,三网,不支持的承载模式,
UNDELIV:660,电信,用户因为状态不正确如处于停机、挂起等状态而导致用户无法接收到短信,请核实手机终端是否处于正常状态
MK:0063,三网,目的信令点或信令转接点SCCP（Signaling Connection Control Part）无法传送该消息。,短消息下发在信令部分建议客服人员查询法找到对应路由，依次检查各个网元的GT（Global Title）数据配置。
DB:0154,三网,MServer是断开状态,
EXPIRED:612,电信,运营商错误,建议客服人员查询
MK:0062,三网,MTIServer因为流控下发短消息失败。,检查MTI Server的会话资源使用情况是否正常。
DB:0153,三网,信用度错误,
UNDELIV:613,电信,用户因为状态不正确如处于停机、挂起等状态而导致用户无法接收到短信,请核实手机终端是否处于正常状态
MK:0061,三网,MAPServer因为流控下发短消息失败。,检查MAP Server的会话资源使用情况是否正常。
DB:0152,三网,BOSS同步鉴权错误,
UNDELIV:619,电信,用户因为状态不正确如处于停机、挂起等状态而导致用户无法接收到短信,请核实手机终端是否处于正常状态
MI:0037,移动,"移动错误, 短信暂无该错误码",建议客服人员查询
MI:0660,移动,"移动错误, 短信暂无该错误码",建议客服人员查询
MC、MI,移动,类错误是指移动错误，这个暂时移动涉及技术靠谱及保密、各硬件参数标准等原因,建议客服人员查询
MA:0053,移动,移动错误，与硬件设备协议有关,建议客服人员查询
MK,移动,类错误 同UNDELIV,建议客服人员查询
MI,移动,类错误 同EXPIRED,建议客服人员查询
LIMIT,移动,一分钟一个号码限制6条，一天一个号码同一内容限制50条，一天一个号码限制100条,请注意发送频次不要太频繁！
SME13,国际短信,账号黑名单,请联系【思讯通】客服处理！
MF:9415,三网,通道内容驳回,请联系客服处理
E:RPTSD,移动,同一号码发送同一内容，提交第三次会自动驳回 一天内,建议客服人员查询
s:111,移动,提交速度过快,请重新提交处理！
零,语音短信,未规定,建议客服人员查询
SGIP:2：12,联通,空号,请核实手机状态是否正常！
ERRNUM,三网,手机号码错误，空号,请核实手机号是否合规
RP：92,联通,目的终端存储空间满,建议用户删除已接收的短信
601 err,电信,106981234567/ 空号,建议客服人员查询
FAIL_SI,电信,106981234567/没有签名,签名
YB:9415,三网,95金营/驳回,对应群询问
807 err,移动,11502/关键字拦 截,建议客服人员查询
ZZ:9020,电信,106981234567通道，内容无签名,内容加签名
12,三网,关机或空号,建议客服人员查询
YB:9911,联通,95金营/屏蔽地区,建议客服人员查询
YB:9403,联通,95金营/黑名单,对应群解除
YB:9419,联通,95金营/超频,对应群询问
MH:0009,移动,11504签名没报备,建议客服人员查询
SGIP:18,联通,下发间隔时间太短，消息量太大，用户手机端接收估计存在异常，会导致短时间消息堆积，超过缓存队列,建议客服人员查询
MH:0007,联通,内容触发第三方平台拦 截敏感词，系统自动拦 截,内容良好，投诉可控的话，可以换通道或者找运营商解除
CHECK,移动,41 / 驳回,建议客服人员查询
SYS:008,移动,41/ 签名拉黑,建议客服人员查询
MF:9413,移动,50行业 / 同号码同内容重复提交,中间间隔点时间就可以了
BOHUI,移动,6702 超限,建议客服人员查询
BSIGN,移动,6702 签名黑名单,到群里询问能否解除
BWLISTS,电信,74/黑名单,让客户发1111到106981234567 就可以解除，客户之前自己发的0000加入的黑名单
MH:19,移动,141/115 黑名单,对应群解除
MH:0008,移动,148/11502通道，内容不发。人工审核驳回。,建议客服人员查询
